FIPS Code,State and area,Year,Month,Population,Labor_Force_Total,Labor_Force_Percent_of_Population,Employment_Total,Employment_Percent_of_Population,Unemployment_Total,Unemployment_Rate
29,Missouri,2021,02,"4,842,599   ","3,056,002   ",63.1   ,"2,905,783   ",60.0   ,"150,219   ",4.9   
30,Montana,2021,02,"875,097   ","543,537   ",62.1   ,"523,465   ",59.8   ,"20,072   ",3.7   
31,Nebraska,2021,02,"1,506,295   ","1,041,719   ",69.2   ,"1,013,973   ",67.3   ,"27,746   ",2.7   
32,Nevada,2021,02,"2,475,924   ","1,522,506   ",61.5   ,"1,373,549   ",55.5   ,"148,957   ",9.8   
33,New Hampshire,2021,02,"1,145,864   ","754,905   ",65.9   ,"724,523   ",63.2   ,"30,382   ",4.0   
34,New Jersey,2021,02,"7,382,562   ","4,652,693   ",63.0   ,"4,318,304   ",58.5   ,"334,389   ",7.2   
35,New Mexico,2021,02,"1,661,384   ","938,825   ",56.5   ,"870,109   ",52.4   ,"68,716   ",7.3   
36,New York,2021,02,"16,069,350   ","9,344,821   ",58.2   ,"8,555,836   ",53.2   ,"788,985   ",8.4   
51000,New York city,2021,02,"6,952,431   ","3,940,178   ",56.7   ,"3,449,550   ",49.6   ,"490,628   ",12.5   
37,North Carolina,2021,02,"8,280,984   ","4,907,319   ",59.3   ,"4,644,505   ",56.1   ,"262,814   ",5.4   
38,North Dakota,2021,02,"593,553   ","406,672   ",68.5   ,"388,397   ",65.4   ,"18,275   ",4.5   
39,Ohio,2021,02,"9,316,652   ","5,714,426   ",61.3   ,"5,381,284   ",57.8   ,"333,142   ",5.8   
40,Oklahoma,2021,02,"3,048,872   ","1,855,894   ",60.9   ,"1,766,563   ",57.9   ,"89,331   ",4.8   
41,Oregon,2021,02,"3,442,664   ","2,137,702   ",62.1   ,"2,004,641   ",58.2   ,"133,061   ",6.2   
42,Pennsylvania,2021,02,"10,419,921   ","6,447,713   ",61.9   ,"5,977,140   ",57.4   ,"470,573   ",7.3   
44,Rhode Island,2021,02,"896,732   ","567,075   ",63.2   ,"532,386   ",59.4   ,"34,689   ",6.1   
45,South Carolina,2021,02,"4,092,964   ","2,350,945   ",57.4   ,"2,246,531   ",54.9   ,"104,414   ",4.4   
46,South Dakota,2021,02,"679,463   ","464,605   ",68.4   ,"449,803   ",66.2   ,"14,802   ",3.2   
47,Tennessee,2021,02,"5,486,227   ","3,312,632   ",60.4   ,"3,146,330   ",57.3   ,"166,302   ",5.0   
48,Texas,2021,02,"22,324,801   ","14,108,447   ",63.2   ,"13,178,764   ",59.0   ,"929,683   ",6.6   
49,Utah,2021,02,"2,452,839   ","1,665,906   ",67.9   ,"1,613,637   ",65.8   ,"52,269   ",3.1   
50,Vermont,2021,02,"536,440   ","327,042   ",61.0   ,"314,363   ",58.6   ,"12,679   ",3.9   
51,Virginia,2021,02,"6,773,404   ","4,269,666   ",63.0   ,"4,072,592   ",60.1   ,"197,074   ",4.6   
53,Washington,2021,02,"6,130,090   ","3,871,096   ",63.1   ,"3,636,626   ",59.3   ,"234,470   ",6.1   
54,West Virginia,2021,02,"1,443,332   ","782,743   ",54.2   ,"737,651   ",51.1   ,"45,092   ",5.8   
55,Wisconsin,2021,02,"4,701,906   ","3,126,624   ",66.5   ,"2,988,260   ",63.6   ,"138,364   ",4.4   
56,Wyoming,2021,02,"451,908   ","290,883   ",64.4   ,"276,229   ",61.1   ,"14,654   ",5.0   
01,Alabama,2021,03,"3,967,991   ","2,250,687   ",56.7   ,"2,168,244   ",54.6   ,"82,443   ",3.7   
02,Alaska,2021,03,"544,863   ","351,509   ",64.5   ,"326,831   ",60.0   ,"24,678   ",7.0   
04,Arizona,2021,03,"5,725,595   ","3,503,517   ",61.2   ,"3,299,435   ",57.6   ,"204,082   ",5.8   
05,Arkansas,2021,03,"2,351,781   ","1,332,788   ",56.7   ,"1,270,865   ",54.0   ,"61,923   ",4.6   
06,California,2021,03,"31,031,526   ","18,781,662   ",60.5   ,"17,199,917   ",55.4   ,"1,581,745   ",8.4   
037,Los Angeles County,2021,03,"7,988,033   ","4,977,821   ",62.3   ,"4,455,095   ",55.8   ,"522,726   ",10.5   
08,Colorado,2021,03,"4,610,110   ","3,136,851   ",68.0   ,"2,945,538   ",63.9   ,"191,313   ",6.1   
09,Connecticut,2021,03,"2,920,979   ","1,847,871   ",63.3   ,"1,718,902   ",58.8   ,"128,969   ",7.0   
10,Delaware,2021,03,"801,093   ","495,500   ",61.9   ,"466,961   ",58.3   ,"28,539   ",5.8   
11,District of Columbia,2021,03,"551,895   ","376,646   ",68.2   ,"351,633   ",63.7   ,"25,013   ",6.6   
12,Florida,2021,03,"17,623,916   ","10,187,675   ",57.8   ,"9,641,957   ",54.7   ,"545,718   ",5.4   
13,Georgia,2021,03,"8,355,081   ","5,171,797   ",61.9   ,"4,942,530   ",59.2   ,"229,267   ",4.4   
15,Hawaii,2021,03,"1,118,275   ","662,910   ",59.3   ,"618,852   ",55.3   ,"44,058   ",6.6   
16,Idaho,2021,03,"1,451,668   ","912,023   ",62.8   ,"876,422   ",60.4   ,"35,601   ",3.9   
17,Illinois,2021,03,"10,053,150   ","6,289,392   ",62.6   ,"5,865,671   ",58.3   ,"423,721   ",6.7   
18,Indiana,2021,03,"5,305,141   ","3,337,111   ",62.9   ,"3,196,521   ",60.3   ,"140,590   ",4.2   
19,Iowa,2021,03,"2,501,772   ","1,671,505   ",66.8   ,"1,597,659   ",63.9   ,"73,846   ",4.4   
20,Kansas,2021,03,"2,251,867   ","1,493,937   ",66.3   ,"1,442,039   ",64.0   ,"51,898   ",3.5   
21,Kentucky,2021,03,"3,528,701   ","2,023,506   ",57.3   ,"1,929,115   ",54.7   ,"94,391   ",4.7   
22,Louisiana,2021,03,"3,570,130   ","2,062,079   ",57.8   ,"1,935,637   ",54.2   ,"126,442   ",6.1   
23,Maine,2021,03,"1,134,083   ","682,910   ",60.2   ,"650,402   ",57.4   ,"32,508   ",4.8   
24,Maryland,2021,03,"4,862,126   ","3,146,948   ",64.7   ,"2,967,803   ",61.0   ,"179,145   ",5.7   
25,Massachusetts,2021,03,"5,729,530   ","3,735,369   ",65.2   ,"3,496,710   ",61.0   ,"238,659   ",6.4   
26,Michigan,2021,03,"8,058,586   ","4,753,677   ",59.0   ,"4,457,749   ",55.3   ,"295,928   ",6.2   
27,Minnesota,2021,03,"4,487,038   ","3,007,868   ",67.0   ,"2,897,179   ",64.6   ,"110,689   ",3.7   
28,Mississippi,2021,03,"2,277,549   ","1,258,348   ",55.3   ,"1,178,186   ",51.7   ,"80,162   ",6.4   
29,Missouri,2021,03,"4,843,995   ","3,058,949   ",63.1   ,"2,911,306   ",60.1   ,"147,643   ",4.8   
30,Montana,2021,03,"876,492   ","545,192   ",62.2   ,"525,344   ",59.9   ,"19,848   ",3.6   
31,Nebraska,2021,03,"1,506,729   ","1,043,369   ",69.2   ,"1,015,946   ",67.4   ,"27,423   ",2.6   
32,Nevada,2021,03,"2,478,396   ","1,520,768   ",61.4   ,"1,380,648   ",55.7   ,"140,120   ",9.2   
33,New Hampshire,2021,03,"1,146,824   ","755,492   ",65.9   ,"726,226   ",63.3   ,"29,266   ",3.9   
34,New Jersey,2021,03,"7,382,531   ","4,657,234   ",63.1   ,"4,334,624   ",58.7   ,"322,610   ",6.9   
35,New Mexico,2021,03,"1,661,724   ","939,497   ",56.5   ,"871,422   ",52.4   ,"68,075   ",7.2   
36,New York,2021,03,"16,048,338   ","9,548,482   ",59.5   ,"8,790,193   ",54.8   ,"758,289   ",7.9   
51000,New York city,2021,03,"6,932,255   ","4,140,646   ",59.7   ,"3,674,893   ",53.0   ,"465,753   ",11.2   
37,North Carolina,2021,03,"8,288,288   ","4,919,387   ",59.4   ,"4,661,350   ",56.2   ,"258,037   ",5.2   
38,North Dakota,2021,03,"593,337   ","406,489   ",68.5   ,"389,151   ",65.6   ,"17,338   ",4.3   
39,Ohio,2021,03,"9,316,468   ","5,721,886   ",61.4   ,"5,395,357   ",57.9   ,"326,529   ",5.7   
40,Oklahoma,2021,03,"3,050,716   ","1,858,470   ",60.9   ,"1,771,536   ",58.1   ,"86,934   ",4.7   
41,Oregon,2021,03,"3,443,663   ","2,143,183   ",62.2   ,"2,013,317   ",58.5   ,"129,866   ",6.1   
42,Pennsylvania,2021,03,"10,418,739   ","6,443,504   ",61.8   ,"5,987,857   ",57.5   ,"455,647   ",7.1   
44,Rhode Island,2021,03,"896,791   ","568,817   ",63.4   ,"534,768   ",59.6   ,"34,049   ",6.0   
45,South Carolina,2021,03,"4,097,529   ","2,355,006   ",57.5   ,"2,253,648   ",55.0   ,"101,358   ",4.3   
46,South Dakota,2021,03,"680,115   ","465,632   ",68.5   ,"450,895   ",66.3   ,"14,737   ",3.2   
47,Tennessee,2021,03,"5,490,366   ","3,314,337   ",60.4   ,"3,152,453   ",57.4   ,"161,884   ",4.9   
48,Texas,2021,03,"22,349,793   ","14,137,958   ",63.3   ,"13,233,703   ",59.2   ,"904,255   ",6.4   
49,Utah,2021,03,"2,457,676   ","1,670,033   ",68.0   ,"1,619,819   ",65.9   ,"50,214   ",3.0   
50,Vermont,2021,03,"536,733   ","327,547   ",61.0   ,"315,000   ",58.7   ,"12,547   ",3.8   
51,Virginia,2021,03,"6,774,716   ","4,271,368   ",63.0   ,"4,079,907   ",60.2   ,"191,461   ",4.5   
53,Washington,2021,03,"6,132,480   ","3,877,979   ",63.2   ,"3,651,185   ",59.5   ,"226,794   ",5.8   
54,West Virginia,2021,03,"1,442,901   ","784,953   ",54.4   ,"740,671   ",51.3   ,"44,282   ",5.6   
55,Wisconsin,2021,03,"4,702,938   ","3,131,595   ",66.6   ,"2,995,757   ",63.7   ,"135,838   ",4.3   
56,Wyoming,2021,03,"452,156   ","290,946   ",64.3   ,"276,539   ",61.2   ,"14,407   ",5.0   
01,Alabama,2021,04,"3,968,891   ","2,251,194   ",56.7   ,"2,169,595   ",54.7   ,"81,599   ",3.6   
02,Alaska,2021,04,"544,957   ","352,838   ",64.7   ,"327,977   ",60.2   ,"24,861   ",7.0   
04,Arizona,2021,04,"5,733,423   ","3,512,702   ",61.3   ,"3,314,631   ",57.8   ,"198,071   ",5.6   
05,Arkansas,2021,04,"2,352,742   ","1,333,117   ",56.7   ,"1,272,833   ",54.1   ,"60,284   ",4.5   
06,California,2021,04,"31,019,511   ","18,881,824   ",60.9   ,"17,310,628   ",55.8   ,"1,571,196   ",8.3   
037,Los Angeles County,2021,04,"7,979,713   ","5,013,913   ",62.8   ,"4,493,927   ",56.3   ,"519,986   ",10.4   
08,Colorado,2021,04,"4,613,191   ","3,149,810   ",68.3   ,"2,959,120   ",64.1   ,"190,690   ",6.1   
09,Connecticut,2021,04,"2,921,586   ","1,853,765   ",63.5   ,"1,724,237   ",59.0   ,"129,528   ",7.0   
10,Delaware,2021,04,"801,950   ","497,115   ",62.0   ,"468,513   ",58.4   ,"28,602   ",5.8   
11,District of Columbia,2021,04,"550,250   ","378,292   ",68.7   ,"352,631   ",64.1   ,"25,661   ",6.8   
12,Florida,2021,04,"17,638,654   ","10,233,841   ",58.0   ,"9,711,010   ",55.1   ,"522,831   ",5.1   
13,Georgia,2021,04,"8,361,482   ","5,176,910   ",61.9   ,"4,955,553   ",59.3   ,"221,357   ",4.3   
15,Hawaii,2021,04,"1,117,684   ","666,715   ",59.7   ,"624,544   ",55.9   ,"42,171   ",6.3   
16,Idaho,2021,04,"1,455,486   ","914,122   ",62.8   ,"879,079   ",60.4   ,"35,043   ",3.8   
17,Illinois,2021,04,"10,046,785   ","6,302,026   ",62.7   ,"5,883,090   ",58.6   ,"418,936   ",6.6   
18,Indiana,2021,04,"5,306,658   ","3,340,145   ",62.9   ,"3,202,244   ",60.3   ,"137,901   ",4.1   
19,Iowa,2021,04,"2,502,242   ","1,676,502   ",67.0   ,"1,601,704   ",64.0   ,"74,798   ",4.5   
20,Kansas,2021,04,"2,252,124   ","1,496,076   ",66.4   ,"1,444,461   ",64.1   ,"51,615   ",3.5   
21,Kentucky,2021,04,"3,528,934   ","2,028,238   ",57.5   ,"1,933,468   ",54.8   ,"94,770   ",4.7   
22,Louisiana,2021,04,"3,568,464   ","2,067,819   ",57.9   ,"1,942,197   ",54.4   ,"125,622   ",6.1   
23,Maine,2021,04,"1,134,933   ","685,101   ",60.4   ,"651,185   ",57.4   ,"33,916   ",5.0   
24,Maryland,2021,04,"4,861,905   ","3,153,668   ",64.9   ,"2,974,474   ",61.2   ,"179,194   ",5.7   
25,Massachusetts,2021,04,"5,727,289   ","3,747,684   ",65.4   ,"3,511,472   ",61.3   ,"236,212   ",6.3   
26,Michigan,2021,04,"8,057,853   ","4,762,840   ",59.1   ,"4,465,367   ",55.4   ,"297,473   ",6.2   
27,Minnesota,2021,04,"4,487,423   ","3,009,626   ",67.1   ,"2,903,107   ",64.7   ,"106,519   ",3.5   
28,Mississippi,2021,04,"2,277,249   ","1,258,520   ",55.3   ,"1,180,285   ",51.8   ,"78,235   ",6.2   
29,Missouri,2021,04,"4,845,263   ","3,060,358   ",63.2   ,"2,916,274   ",60.2   ,"144,084   ",4.7   
30,Montana,2021,04,"877,853   ","547,197   ",62.3   ,"527,269   ",60.1   ,"19,928   ",3.6   
31,Nebraska,2021,04,"1,507,053   ","1,044,978   ",69.3   ,"1,017,905   ",67.5   ,"27,073   ",2.6   
32,Nevada,2021,04,"2,480,807   ","1,517,479   ",61.2   ,"1,387,207   ",55.9   ,"130,272   ",8.6   
33,New Hampshire,2021,04,"1,147,743   ","756,492   ",65.9   ,"727,826   ",63.4   ,"28,666   ",3.8   
34,New Jersey,2021,04,"7,382,264   ","4,675,610   ",63.3   ,"4,349,897   ",58.9   ,"325,713   ",7.0   
35,New Mexico,2021,04,"1,662,024   ","942,801   ",56.7   ,"873,739   ",52.6   ,"69,062   ",7.3   
36,New York,2021,04,"16,026,880   ","9,548,857   ",59.6   ,"8,804,181   ",54.9   ,"744,676   ",7.8   
51000,New York city,2021,04,"6,912,339   ","4,136,045   ",59.8   ,"3,678,974   ",53.2   ,"457,071   ",11.1   
37,North Carolina,2021,04,"8,295,572   ","4,932,016   ",59.5   ,"4,679,512   ",56.4   ,"252,504   ",5.1   
38,North Dakota,2021,04,"593,093   ","406,173   ",68.5   ,"389,799   ",65.7   ,"16,374   ",4.0   
39,Ohio,2021,04,"9,315,707   ","5,735,462   ",61.6   ,"5,414,477   ",58.1   ,"320,985   ",5.6   
40,Oklahoma,2021,04,"3,052,512   ","1,860,441   ",60.9   ,"1,775,836   ",58.2   ,"84,605   ",4.5   
41,Oregon,2021,04,"3,444,488   ","2,148,432   ",62.4   ,"2,021,599   ",58.7   ,"126,833   ",5.9   
42,Pennsylvania,2021,04,"10,417,033   ","6,441,762   ",61.8   ,"5,997,691   ",57.6   ,"444,071   ",6.9   
44,Rhode Island,2021,04,"896,851   ","571,428   ",63.7   ,"536,799   ",59.9   ,"34,629   ",6.1   
45,South Carolina,2021,04,"4,102,138   ","2,360,039   ",57.5   ,"2,260,720   ",55.1   ,"99,319   ",4.2   
46,South Dakota,2021,04,"680,690   ","466,752   ",68.6   ,"451,896   ",66.4   ,"14,856   ",3.2   
47,Tennessee,2021,04,"5,494,239   ","3,319,366   ",60.4   ,"3,161,329   ",57.5   ,"158,037   ",4.8   
48,Texas,2021,04,"22,374,768   ","14,170,095   ",63.3   ,"13,294,137   ",59.4   ,"875,958   ",6.2   
49,Utah,2021,04,"2,462,397   ","1,674,639   ",68.0   ,"1,625,698   ",66.0   ,"48,941   ",2.9   
50,Vermont,2021,04,"537,005   ","328,125   ",61.1   ,"315,875   ",58.8   ,"12,250   ",3.7   
51,Virginia,2021,04,"6,775,908   ","4,271,495   ",63.0   ,"4,087,031   ",60.3   ,"184,464   ",4.3   
53,Washington,2021,04,"6,134,730   ","3,886,772   ",63.4   ,"3,666,574   ",59.8   ,"220,198   ",5.7   
54,West Virginia,2021,04,"1,442,387   ","787,203   ",54.6   ,"743,634   ",51.6   ,"43,569   ",5.5   
55,Wisconsin,2021,04,"4,703,671   ","3,136,795   ",66.7   ,"3,003,198   ",63.8   ,"133,597   ",4.3   
56,Wyoming,2021,04,"452,357   ","290,962   ",64.3   ,"276,880   ",61.2   ,"14,082   ",4.8   
01,Alabama,2021,05,"3,970,436   ","2,249,901   ",56.7   ,"2,169,710   ",54.6   ,"80,191   ",3.6   
02,Alaska,2021,05,"545,149   ","353,153   ",64.8   ,"329,080   ",60.4   ,"24,073   ",6.8   
04,Arizona,2021,05,"5,742,205   ","3,519,581   ",61.3   ,"3,329,319   ",58.0   ,"190,262   ",5.4   
05,Arkansas,2021,05,"2,354,084   ","1,332,758   ",56.6   ,"1,274,656   ",54.1   ,"58,102   ",4.4   
06,California,2021,05,"31,011,360   ","18,913,379   ",61.0   ,"17,414,749   ",56.2   ,"1,498,630   ",7.9   
037,Los Angeles County,2021,05,"7,971,118   ","5,017,591   ",62.9   ,"4,528,487   ",56.8   ,"489,104   ",9.7   
08,Colorado,2021,05,"4,617,031   ","3,154,026   ",68.3   ,"2,971,450   ",64.4   ,"182,576   ",5.8   
09,Connecticut,2021,05,"2,922,726   ","1,853,898   ",63.4   ,"1,730,239   ",59.2   ,"123,659   ",6.7   
10,Delaware,2021,05,"802,942   ","497,969   ",62.0   ,"469,655   ",58.5   ,"28,314   ",5.7   
11,District of Columbia,2021,05,"548,635   ","380,511   ",69.4   ,"354,110   ",64.5   ,"26,401   ",6.9   
12,Florida,2021,05,"17,656,689   ","10,279,255   ",58.2   ,"9,779,931   ",55.4   ,"499,324   ",4.9   
13,Georgia,2021,05,"8,369,050   ","5,181,417   ",61.9   ,"4,967,508   ",59.4   ,"213,909   ",4.1   
15,Hawaii,2021,05,"1,117,230   ","668,460   ",59.8   ,"629,314   ",56.3   ,"39,146   ",5.9   
16,Idaho,2021,05,"1,459,521   ","915,795   ",62.7   ,"881,489   ",60.4   ,"34,306   ",3.7   
17,Illinois,2021,05,"10,042,007   ","6,307,602   ",62.8   ,"5,899,080   ",58.7   ,"408,522   ",6.5   
18,Indiana,2021,05,"5,309,111   ","3,339,151   ",62.9   ,"3,205,510   ",60.4   ,"133,641   ",4.0   
19,Iowa,2021,05,"2,503,170   ","1,679,868   ",67.1   ,"1,604,918   ",64.1   ,"74,950   ",4.5   
20,Kansas,2021,05,"2,252,743   ","1,497,684   ",66.5   ,"1,446,272   ",64.2   ,"51,412   ",3.4   
21,Kentucky,2021,05,"3,529,835   ","2,032,018   ",57.6   ,"1,936,506   ",54.9   ,"95,512   ",4.7   
22,Louisiana,2021,05,"3,567,333   ","2,069,990   ",58.0   ,"1,947,251   ",54.6   ,"122,739   ",5.9   
23,Maine,2021,05,"1,135,999   ","684,920   ",60.3   ,"651,674   ",57.4   ,"33,246   ",4.9   
24,Maryland,2021,05,"4,862,429   ","3,161,565   ",65.0   ,"2,981,461   ",61.3   ,"180,104   ",5.7   
25,Massachusetts,2021,05,"5,725,989   ","3,747,620   ",65.4   ,"3,524,818   ",61.6   ,"222,802   ",5.9   
26,Michigan,2021,05,"8,058,465   ","4,771,544   ",59.2   ,"4,473,656   ",55.5   ,"297,888   ",6.2   
27,Minnesota,2021,05,"4,488,610   ","3,012,884   ",67.1   ,"2,910,210   ",64.8   ,"102,674   ",3.4   
28,Mississippi,2021,05,"2,277,353   ","1,258,053   ",55.2   ,"1,182,114   ",51.9   ,"75,939   ",6.0   
29,Missouri,2021,05,"4,847,412   ","3,059,440   ",63.1   ,"2,920,460   ",60.2   ,"138,980   ",4.5   
30,Montana,2021,05,"879,341   ","548,768   ",62.4   ,"528,864   ",60.1   ,"19,904   ",3.6   
31,Nebraska,2021,05,"1,507,717   ","1,046,228   ",69.4   ,"1,019,663   ",67.6   ,"26,565   ",2.5   
32,Nevada,2021,05,"2,483,582   ","1,511,383   ",60.9   ,"1,392,756   ",56.1   ,"118,627   ",7.8   
33,New Hampshire,2021,05,"1,148,869   ","756,674   ",65.9   ,"728,935   ",63.4   ,"27,739   ",3.7   
34,New Jersey,2021,05,"7,383,097   ","4,672,304   ",63.3   ,"4,361,984   ",59.1   ,"310,320   ",6.6   
35,New Mexico,2021,05,"1,662,634   ","943,858   ",56.8   ,"876,160   ",52.7   ,"67,698   ",7.2   
36,New York,2021,05,"16,007,801   ","9,519,849   ",59.5   ,"8,817,795   ",55.1   ,"702,054   ",7.4   
51000,New York city,2021,05,"6,892,146   ","4,106,723   ",59.6   ,"3,683,653   ",53.4   ,"423,070   ",10.3   
37,North Carolina,2021,05,"8,304,267   ","4,945,544   ",59.6   ,"4,698,253   ",56.6   ,"247,291   ",5.0   
38,North Dakota,2021,05,"592,969   ","405,568   ",68.4   ,"390,192   ",65.8   ,"15,376   ",3.8   
39,Ohio,2021,05,"9,316,588   ","5,746,415   ",61.7   ,"5,434,215   ",58.3   ,"312,200   ",5.4   
40,Oklahoma,2021,05,"3,054,826   ","1,860,707   ",60.9   ,"1,779,084   ",58.2   ,"81,623   ",4.4   
41,Oregon,2021,05,"3,445,913   ","2,147,616   ",62.3   ,"2,028,171   ",58.9   ,"119,445   ",5.6   
42,Pennsylvania,2021,05,"10,417,180   ","6,435,030   ",61.8   ,"6,003,537   ",57.6   ,"431,493   ",6.7   
44,Rhode Island,2021,05,"897,051   ","572,637   ",63.8   ,"538,315   ",60.0   ,"34,322   ",6.0   
45,South Carolina,2021,05,"4,107,459   ","2,364,470   ",57.6   ,"2,266,546   ",55.2   ,"97,924   ",4.1   
46,South Dakota,2021,05,"681,456   ","467,651   ",68.6   ,"452,714   ",66.4   ,"14,937   ",3.2   
47,Tennessee,2021,05,"5,499,061   ","3,324,202   ",60.5   ,"3,172,170   ",57.7   ,"152,032   ",4.6   
48,Texas,2021,05,"22,402,516   ","14,194,328   ",63.4   ,"13,353,800   ",59.6   ,"840,528   ",5.9   
49,Utah,2021,05,"2,467,460   ","1,678,424   ",68.0   ,"1,630,846   ",66.1   ,"47,578   ",2.8   
50,Vermont,2021,05,"537,390   ","328,514   ",61.1   ,"316,717   ",58.9   ,"11,797   ",3.6   
51,Virginia,2021,05,"6,778,160   ","4,269,959   ",63.0   ,"4,093,462   ",60.4   ,"176,497   ",4.1   
53,Washington,2021,05,"6,137,961   ","3,894,512   ",63.4   ,"3,681,350   ",60.0   ,"213,162   ",5.5   
54,West Virginia,2021,05,"1,442,160   ","788,988   ",54.7   ,"746,278   ",51.7   ,"42,710   ",5.4   
55,Wisconsin,2021,05,"4,705,312   ","3,139,516   ",66.7   ,"3,009,893   ",64.0   ,"129,623   ",4.1   
56,Wyoming,2021,05,"452,621   ","290,753   ",64.2   ,"277,103   ",61.2   ,"13,650   ",4.7   
01,Alabama,2021,06,"3,972,609   ","2,247,768   ",56.6   ,"2,168,329   ",54.6   ,"79,439   ",3.5   
02,Alaska,2021,06,"545,356   ","354,556   ",65.0   ,"330,283   ",60.6   ,"24,273   ",6.8   
04,Arizona,2021,06,"5,751,717   ","3,525,185   ",61.3   ,"3,342,335   ",58.1   ,"182,850   ",5.2   
05,Arkansas,2021,06,"2,355,847   ","1,332,580   ",56.6   ,"1,276,205   ",54.2   ,"56,375   ",4.2   
06,California,2021,06,"31,006,365   ","19,021,240   ",61.3   ,"17,517,358   ",56.5   ,"1,503,882   ",7.9   
037,Los Angeles County,2021,06,"7,962,543   ","5,051,187   ",63.4   ,"4,559,176   ",57.3   ,"492,011   ",9.7   
08,Colorado,2021,06,"4,621,356   ","3,167,911   ",68.5   ,"2,981,789   ",64.5   ,"186,122   ",5.9   
09,Connecticut,2021,06,"2,924,279   ","1,861,467   ",63.7   ,"1,736,426   ",59.4   ,"125,041   ",6.7   
10,Delaware,2021,06,"804,059   ","498,444   ",62.0   ,"470,208   ",58.5   ,"28,236   ",5.7   
11,District of Columbia,2021,06,"547,135   ","383,400   ",70.1   ,"355,729   ",65.0   ,"27,671   ",7.2   
12,Florida,2021,06,"17,677,064   ","10,339,718   ",58.5   ,"9,840,984   ",55.7   ,"498,734   ",4.8   
13,Georgia,2021,06,"8,377,631   ","5,184,824   ",61.9   ,"4,976,603   ",59.4   ,"208,221   ",4.0   
15,Hawaii,2021,06,"1,116,773   ","673,261   ",60.3   ,"633,345   ",56.7   ,"39,916   ",5.9   
16,Idaho,2021,06,"1,463,803   ","917,529   ",62.7   ,"883,514   ",60.4   ,"34,015   ",3.7   
17,Illinois,2021,06,"10,038,672   ","6,321,192   ",63.0   ,"5,913,068   ",58.9   ,"408,124   ",6.5   
18,Indiana,2021,06,"5,312,398   ","3,335,236   ",62.8   ,"3,204,945   ",60.3   ,"130,291   ",3.9   
19,Iowa,2021,06,"2,504,534   ","1,682,834   ",67.2   ,"1,607,573   ",64.2   ,"75,261   ",4.5   
20,Kansas,2021,06,"2,253,696   ","1,499,119   ",66.5   ,"1,447,334   ",64.2   ,"51,785   ",3.5   
21,Kentucky,2021,06,"3,531,229   ","2,035,462   ",57.6   ,"1,938,228   ",54.9   ,"97,234   ",4.8   
22,Louisiana,2021,06,"3,566,683   ","2,071,002   ",58.1   ,"1,950,121   ",54.7   ,"120,881   ",5.8   
23,Maine,2021,06,"1,137,265   ","686,042   ",60.3   ,"651,607   ",57.3   ,"34,435   ",5.0   
24,Maryland,2021,06,"4,863,573   ","3,181,841   ",65.4   ,"2,986,557   ",61.4   ,"195,284   ",6.1   
25,Massachusetts,2021,06,"5,725,549   ","3,760,383   ",65.7   ,"3,535,247   ",61.7   ,"225,136   ",6.0   
26,Michigan,2021,06,"8,060,376   ","4,784,578   ",59.4   ,"4,481,616   ",55.6   ,"302,962   ",6.3   
27,Minnesota,2021,06,"4,490,577   ","3,017,178   ",67.2   ,"2,915,674   ",64.9   ,"101,504   ",3.4   
28,Mississippi,2021,06,"2,277,783   ","1,256,899   ",55.2   ,"1,183,407   ",52.0   ,"73,492   ",5.8   
29,Missouri,2021,06,"4,850,261   ","3,059,568   ",63.1   ,"2,924,576   ",60.3   ,"134,992   ",4.4   
30,Montana,2021,06,"881,006   ","550,043   ",62.4   ,"530,053   ",60.2   ,"19,990   ",3.6   
31,Nebraska,2021,06,"1,508,530   ","1,047,726   ",69.5   ,"1,021,138   ",67.7   ,"26,588   ",2.5   
32,Nevada,2021,06,"2,486,597   ","1,505,986   ",60.6   ,"1,397,365   ",56.2   ,"108,621   ",7.2   
33,New Hampshire,2021,06,"1,150,187   ","756,557   ",65.8   ,"729,254   ",63.4   ,"27,303   ",3.6   
34,New Jersey,2021,06,"7,384,986   ","4,702,203   ",63.7   ,"4,369,843   ",59.2   ,"332,360   ",7.1   
35,New Mexico,2021,06,"1,663,393   ","947,030   ",56.9   ,"878,205   ",52.8   ,"68,825   ",7.3   
36,New York,2021,06,"15,991,075   ","9,535,782   ",59.6   ,"8,827,869   ",55.2   ,"707,913   ",7.4   
51000,New York city,2021,06,"6,871,957   ","4,122,657   ",60.0   ,"3,687,943   ",53.7   ,"434,714   ",10.5   
37,North Carolina,2021,06,"8,313,730   ","4,961,219   ",59.7   ,"4,713,996   ",56.7   ,"247,223   ",5.0   
